id;title;original title;date;date circa;creator;creator info;place;city;state;country;type;medium;color;height;width;collection;description;license;latitude;longitude;altitude;heading;tilt;fov;media
0072430cx068-08;Jardim Botânico;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.;PD;-22.968529999999998;-43.224835;10.68;-77.14;101.83;60.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-08.jpg
0072430cx068-05;Jardim Botânico;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.;PD;-22.968582;-43.225183;11.13;31.19;95.12;60.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-05.jpg
0072430cx068-03;Jardim Botânico;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.;PD;-22.968145;-43.22514;10.72;171.43;95.26;60.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-03.jpg
0072430cx068-02;Jardim Botânico;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;Jardim Botânico do Rio de Janeiro, instituição fundada em 1808.;PD;-22.969128;-43.225111;22.17;-105.02;96.55;60.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx068-02.jpg
0072430cx066-13;Praia de Botafogo;;;1907/1913;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Trecho da praia de Botafogo que foi concluído no ano de 1907, vendo-se o morro do Pão de Açúcar e o Morro da Viúva.;PD;-22.944611;-43.182188000000004;7.18;86.53;87.94;59.6;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-13.jpg
0072430cx066-12;Praia de Botafogo;;;1907/1913;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;;;Coleção Gilberto Ferrez;Trecho da praia de Botafogo que foi concluído no ano de 1907, vendo-se o morro do Pão de Açúcar e a Morro da Viúva.;PD;-22.943314;-43.182268;42.54;89.5;90.56;63.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-12.jpg
0072430cx066-11;Praia de Botafogo;;;1907/1913;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Trecho da praia de Botafogo que foi concluído no ano de 1907, ao fundo o morro da Viúva e a Escola Militar.;PD;-22.9433;-43.182244;36.5;150.69;90.83;62.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-11.jpg
0072430cx066-10;Bairro de Botafogo;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Fotografia tomada das imediações da rua Fernando Ferrari, no bairro de Botafogo, com direção ao morro do Corcovado. Vale notar que na época o monumento do Cristo Redentor ainda não havia sido construído.;PD;-22.943292;-43.182254;41.45;-120.61;93.22;45.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-10.jpg
0072430cx066-09;Praia de Botafogo;;;1895/1905;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Trecho da praia de Botafogo, vendo-se ao fundo o Corcovado.;PD;-22.942129;-43.175668;53.09;-98.14;89.1;63.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-09.jpg
0072430cx066-08;Canal do Mangue;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Nas imediações da atual avenida Francisco Bicalho.;PD;-22.909781;-43209;10.77;-74.44;89.98;44.8;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-08.jpg
0072430cx066-07;Praia de Ipanema a partir do Arpoador;;;1890/1900;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Ipanema;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Vista da praia de Ipanema, ao fundo o morro Dois Irmãos e a Pedra da Gávea.;PD;-22.989936;-43.190983;-4.36;-97.82;88.78;43.6;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-07.jpg
0072430cx066-03;Praia de Botafogo, vendo-se o Morro da Viúva e o Corcovado ao fundo;;;1907/1913;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Trecho da praia de Botafogo que foi concluído no ano de 1907.;PD;-22.943304;-43.182266;35.66;84.35;92.24;51.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-03.jpg
0072430cx066-01;Praia de Botafogo, vendo-se o Morro da Viúva;;;1907/1912;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Trecho da praia de Botafogo que foi concluído no ano de 1907.;PD;-22.943322;-43.182293;37.68;74.65;85.66;53.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx066-01.jpg
0072430cx061-03;Floresta da Tijuca com o Morro Dois Irmãos e a Pedra da Gávea ao fundo;;;1881/1891;Marc Ferrez;;Floresta da Tijuca;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.956301;-43.240522;500.98;-134.68;88.41;47.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx061-03.jpg
0072430cx058-14;Porto do Rio de Janeiro;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Cais do Porto do Rio, na região da Praça XV e arredores. Ao fundo, o morro do Castelo.;PD;-22.896791;-43.207165;9.66;-109.88;98.48;50.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx058-14.jpg
0072430cx058-13;Cais do Porto;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Cais do Porto do Rio, na região da Praça XV e arredores. Ao fundo, o morro do Castelo.;PD;-22.897704;-43.210444;10.06;86.7;86.65;40.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx058-13.jpg
0072430cx058-12;Vista do Largo da Carioca com o Chafariz de 35 bicas ao fundo;;;1885/1995;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Vista do Largo da Carioca, com antigo chafariz ao fundo.;PD;-22.906389;-43.178898;16.21;127.04;87.22;50.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx058-12.jpg
0072430cx058-11;Igreja de Nossa Senhora do Carmo da Lapa do Desterro e o Grande Hotel;;;1900/1910;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Lapa;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.913794;-43.177975;11.71;-171.35;96.61;60.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx058-11.jpg
0072430cx058-10;Bairro da Glória, ao fundo a Igreja de Nossa Senhora da Glória do Outeiro;;;1905/1910;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Glória;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Bairro e Outeiro da Glória, trilhos de bondes e o relógio da Glória.;PD;-22.919683;-43.176583;11.31;141.78;93.0;50.6;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx058-10.jpg
